Hidden Layers,Number of nodes,Solver,Alpha,Test Set RMSE,Train Set RMSE,Learning Rate,Early Stopping,Learning Rate Init,Activation Function
3,6-4-1,lbfgs,0.0018,59.8366250499075,41.6078792716897,invscaling,True,0.0005,
2,7-2,lbfgs,0.0018,59.840297262535,46.9818294586033,invscaling,False,0.002,
2,7-3,lbfgs,0.0018,59.8436904270168,47.4161971414118,invscaling,True,,
2,6-4,lbfgs,0.0018,59.8451457393456,47.1007721158526,constant,True,,
2,6-2,adam,0.0017,59.8454508741546,47.7527171755724,constant,False,0.001,
3,6-4-1,adam,0.0015,59.8506573046371,47.2108653480215,invscaling,False,0.002,
2,7-4,adam,0.0018,59.8518064838979,48.9293788189053,invscaling,False,0.0005,
2,6-3,lbfgs,0.0015,59.8610607031548,45.5951006961707,invscaling,True,0.002,relu
3,5-3-2,adam,0.0015,59.8668580812532,,,,,
2,7-3,lbfgs,0.0018,59.8684672227245,46.9621956152957,constant,True,,
2,7-2,adam,0.0018,59.872973935852,48.1346760711535,constant,False,0.0005,
3,6-3-2,adam,0.002,59.876418049447,,,,,
3,7-2-1,adam,0.0017,59.8766783332522,48.0140159279067,constant,False,0.001,
3,5-2-2,lbfgs,0.001,59.8798721803241,,,,,
4,"5,3,20,0.0005",adam,0.0005,59.8840339376434,,,,,
2,7-4,lbfgs,0.0015,59.8845048964906,46.006426741009,constant,True,0.001,
3,5-3-2,adam,0.001,59.8916937416267,,,,,
3,6-4-1,adam,0.0015,59.8996998529622,46.2050537495866,constant,False,0.0005,
3,6-3-2,adam,0.0017,59.9041226556206,52.0207678171191,constant,True,,
3,6-2-2,adam,0.002,59.9063955721381,49.0637563259519,constant,False,,
3,7-3-1,adam,0.0018,59.911869508703,53.9631073378991,constant,True,0.0005,
3,5-3-1,lbfgs,0.002,59.916703550029,45.3075276747693,constant,False,,
3,6-3-1,lbfgs,0.0018,59.9209515820976,47.2541090561206,constant,True,0.001,
2,6-3,adam,0.002,59.9223354398589,48.5372497204527,constant,False,,
3,5-2-1,lbfgs,0.002,59.9226697749275,,,,,
3,6-3-2,lbfgs,0.0015,59.9245654149759,,,,,
3,5-2-1,lbfgs,0.0015,59.9254659469094,,,,,
2,6-3,adam,0.0015,59.9287878946838,47.0228871811431,invscaling,False,0.001,
2,6-2,adam,0.0018,59.9314163599365,51.8712374750198,constant,True,0.002,
3,5-1-1,adam,0.0015,59.9347052720105,,,,,
2,6-3,lbfgs,0.002,59.9355590831512,47.3240492499772,constant,False,0.001,
2,6-4,adam,0.0018,59.9457754270047,47.4529061401642,constant,False,0.002,
3,7-3-1,adam,0.0015,59.9483085654632,51.3370737304203,invscaling,True,0.002,
2,6-2,lbfgs,0.0015,59.9495259613683,47.5773527106397,invscaling,False,,
3,5-2-1,adam,0.001,59.9512790659869,,,,,
2,6-2,lbfgs,0.002,59.9521744443246,47.2416148131358,constant,False,0.002,
2,6-3,lbfgs,0.0018,59.9539077776628,47.4077030092849,invscaling,True,0.001,relu
4,"3,3,20,0.002",adam,0.002,59.9547975361585,,,,,
2,6-2,lbfgs,0.0015,59.9548632404343,46.5378195748064,constant,False,0.0005,
4,"6,2,20,0.0005",sgd,0.0005,59.9644079240875,,,,,
3,7-3-1,lbfgs,0.0015,59.9661568860725,45.9634221910619,invscaling,False,0.001,
2,7-2,adam,0.0015,59.9675313865197,46.2999448753577,constant,False,0.0005,
3,"6,2,0.004",adam,0.004,59.9676405897524,,,,,
3,"4,3,0.002",adam,0.002,59.9686761767297,,,,,
4,"5,10,20,0.002",sgd,0.002,59.9728222497415,,,,,
4,"4,10,20,0.002",adam,0.002,59.9967902187969,,,,,
3,"6,1,0.0005",adam,0.0005,59.9985949252881,,,,,
2,7-3,adam,0.0018,60.0175910054079,47.3380031152433,constant,False,0.002,
4,"6,2,20,0.004",adam,0.004,60.026449847697,,,,,
2,6-2,adam,0.002,60.0272085833905,48.5736730320317,constant,False,0.0005,
2,7-2,lbfgs,0.0017,60.0302189576786,46.8487421065587,invscaling,False,,
3,6-3-1,lbfgs,0.002,60.0310646146662,47.4473515692877,invscaling,False,0.0005,tanh
3,6-2-1,lbfgs,0.002,60.035841546088,46.2988909728052,invscaling,False,0.002,
3,6-1-1,adam,0.0015,60.0360428033497,,,,,
2,5-3,adam,0.001,60.0367770961481,,,,,
2,6-3,lbfgs,0.002,60.0382195414127,45.6238635103526,constant,True,0.001,tanh
4,"3,3,20,0.002",adam,0.002,60.0450797849645,,,,,
2,6-3,lbfgs,0.002,60.0456216156674,46.4947092894993,invscaling,False,0.001,relu
3,6-3-1,adam,0.0018,60.0595596470617,47.8011857506935,constant,False,0.0005,
2,6-2,adam,0.0015,60.060455285892,,,,,
2,7-3,lbfgs,0.0018,60.0623553310979,46.2447056045203,constant,False,,
3,6-2-2,adam,0.0017,60.0691406176562,48.8006851156343,constant,False,,
3,"3,3,0.0005",adam,0.0005,60.07225862401,,,,,
2,6-2,lbfgs,0.0015,60.0776453486947,46.9320367465393,invscaling,True,,
2,6-3,adam,0.0018,60.0821580276544,48.7490072293477,invscaling,False,0.002,
2,6-3,lbfgs,0.0018,60.0870927839734,47.3215739528779,constant,True,0.002,relu
4,"5,3,10,0.001",adam,0.001,60.0948924798236,,,,,
3,6-3-2,adam,0.002,60.0972950614699,52.5226592251336,constant,True,,
3,6-3-1,lbfgs,0.0015,60.1012050088315,44.6545144304555,invscaling,False,0.001,
2,6-4,adam,0.0018,60.1043263806703,52.2416246792302,invscaling,True,0.001,
2,6-3,lbfgs,0.0015,60.1082849849975,45.1838410813403,constant,True,,
2,7-2,lbfgs,0.0017,60.1110351234202,45.3980131085212,invscaling,False,0.002,
2,6-2,lbfgs,0.0017,60.1165868874737,50.8580358990703,constant,True,,
2,5-3,lbfgs,0.002,60.1175226816646,47.2597332250921,constant,False,,
3,7-4-1,adam,0.0017,60.1238943141616,48.2193149986737,constant,False,0.001,
3,6-3-1,lbfgs,0.0015,60.1390517214062,45.8094092194312,invscaling,False,0.002,
3,5-3-2,lbfgs,0.0015,60.1416718993819,,,,,
3,5-3-1,lbfgs,0.0015,60.1436728224239,,,,,
2,7-2,adam,0.0015,60.1446874398447,53.9324899372085,constant,True,0.0005,
2,6-4,adam,0.0015,60.1478332220738,49.1136941706588,constant,False,0.0005,
2,6-3,lbfgs,0.002,60.1485794307576,47.1343552801321,invscaling,True,0.002,relu
2,7-4,lbfgs,0.002,60.1505158672365,46.0214559823107,invscaling,True,,
2,6-3,adam,0.002,60.1531329955751,53.6874219248943,invscaling,True,0.002,
3,"6,1,0.004",adam,0.004,60.1531770958445,,,,,
3,6-3-1,lbfgs,0.0018,60.1537116330233,45.770720639407,constant,True,0.0005,
2,7-3,lbfgs,0.002,60.1538714564338,43.5404655689039,invscaling,False,0.0005,
3,6-3-2,lbfgs,0.002,60.1581162556868,45.645250268704,constant,False,,
3,5-2-2,adam,0.0015,60.1619505358621,,,,,
2,6-3,lbfgs,0.0017,60.167579870607,47.1623133520436,invscaling,False,0.0005,
3,5-2-2,lbfgs,0.001,60.1714282573863,,,,,
3,6-3-1,lbfgs,0.0015,60.1776730573422,43.3029257604684,constant,False,0.001,relu
4,"5,10,10,0.001",adam,0.001,60.1832912705439,,,,,
2,6-3,lbfgs,0.0017,60.1851247187179,43.1285245702307,constant,False,,
3,6-4-1,adam,0.0017,60.1896199048558,55.6757214925572,invscaling,True,0.0005,
3,5-2-2,adam,0.001,60.1979940252063,,,,,
2,6-3,lbfgs,0.002,60.2008230696822,47.6032934864566,constant,False,,
2,7-2,lbfgs,0.0017,60.2013271690887,45.7742824074891,constant,False,,
3,5-3-2,adam,0.0015,60.2046667120242,48.6180137959293,constant,False,,
4,"6,2,10,0.002",sgd,0.002,60.2119994831463,,,,,
2,6-4,adam,0.0015,60.2126778717616,45.671038681652,constant,False,0.001,
3,5-3-2,adam,0.0015,60.2142063311709,,,,,
3,6-3-2,lbfgs,0.002,60.220524146127,47.9719550201573,constant,False,,
3,"4,1,0.0005",adam,0.0005,60.2262617280504,,,,,
3,5-2-2,lbfgs,0.001,60.2278224441936,,,,,
2,6-2,lbfgs,0.0018,60.2339212868411,44.8257328545214,constant,True,0.0005,
2,6-3,lbfgs,0.002,60.2400487205892,47.2160507636303,constant,True,0.0005,tanh
2,7-2,adam,0.002,60.247038511195,46.8413874694357,invscaling,False,0.002,
3,6-3-2,adam,0.0015,60.2530379582618,,,,,
2,6-3,lbfgs,0.0017,60.2639673823364,47.0547894565652,invscaling,True,0.001,relu
3,5-2-1,adam,0.002,60.2708634259678,,,,,
4,"3,10,10,0.004",adam,0.004,60.2767905061587,,,,,
4,"3,2,10,0.0005",adam,0.0005,60.2772425883072,,,,,
3,6-4-1,adam,0.0018,60.2774768086962,52.4191675798276,invscaling,True,0.001,
2,6-3,lbfgs,0.0015,60.2794488426173,46.958084763804,constant,False,0.002,tanh
2,6-3,adam,0.0022,60.2802684566624,55.3108470384693,adaptive,True,,
3,6-2-1,adam,0.0017,60.2809902308488,49.1603040659956,invscaling,False,0.0005,
3,5-3-1,lbfgs,0.0015,60.2899929717545,,,,,
4,"6,2,20,0.002",adam,0.002,60.2911107382454,,,,,
4,"5,2,20,0.002",adam,0.002,60.2933852269699,,,,,
3,5-3-1,adam,0.002,60.2952556840189,,,,,
2,7-4,adam,0.0018,60.2981821905886,48.2237246224742,invscaling,False,0.001,
3,7-3-1,adam,0.0018,60.3047079133415,51.3748187078005,constant,True,0.002,
3,7-2-1,adam,0.002,60.3079241091365,47.7637687655211,invscaling,False,0.002,
2,7-4,adam,0.0015,60.3121043083409,47.6817552497778,constant,False,0.002,
2,6-3,adam,0.0015,60.3154674885368,,,,,
2,6-3,adam,0.0015,60.3182692335564,48.1548554931676,invscaling,False,0.002,
4,"5,10,10,0.0005",adam,0.0005,60.3182926600667,,,,,
3,6-3-2,adam,0.001,60.3226596700531,,,,,
4,"5,3,10,0.004",sgd,0.004,60.3275520901396,,,,,
4,"4,3,10,0.004",sgd,0.004,60.3315156885133,,,,,
2,6-3,lbfgs,0.0017,60.3471926997739,46.0465286592739,constant,True,,
3,7-4-1,lbfgs,0.002,60.3487575153812,44.9999613961009,constant,False,0.002,
2,6-3,lbfgs,0.0018,60.3500027509089,47.1055783588386,invscaling,False,,
2,7-4,adam,0.0017,60.3576605098998,55.2004988382012,constant,True,0.0005,
2,7-4,lbfgs,0.0017,60.3607751656492,44.6513393011582,invscaling,False,0.001,
2,6-3,lbfgs,0.002,60.3610269698538,46.0827981601513,invscaling,False,,
2,7-3,lbfgs,0.0017,60.3642047620553,44.4341369118243,constant,True,,
2,6-4,lbfgs,0.0018,60.3674472795899,46.0739946846697,invscaling,True,0.002,
4,"3,10,20,0.004",adam,0.004,60.3687877300744,,,,,
3,6-3-2,lbfgs,0.0017,60.3712476102458,47.720429077064,invscaling,False,,
3,"4,3,1",adam,1,60.3820951614769,,,,,
4,"6,3,10,0.001",adam,0.001,60.3855820353595,,,,,
2,6-4,lbfgs,0.0015,60.390693281399,45.343047776873,invscaling,True,0.0005,
2,6-3,lbfgs,0.002,60.4005147241414,46.4025705516333,constant,False,,
2,7-3,lbfgs,0.0017,60.4087235636295,42.9440931624198,invscaling,True,,
2,6-3,lbfgs,0.0015,60.4101875676277,47.5490227233431,constant,False,0.002,relu
3,7-3-1,adam,0.0018,60.4128294557365,45.263385354573,constant,False,0.002,
2,6-3,adam,0.0015,60.4239865462028,46.9642794888933,constant,False,,
3,5-2-2,lbfgs,0.002,60.4266228497428,45.1238262054657,constant,False,,
2,7-2,adam,0.0018,60.4321775747286,48.0568398784096,constant,False,0.001,
2,6-3,lbfgs,0.002,60.4337293804419,46.5181581525929,constant,True,0.002,
3,6-2-2,lbfgs,0.001,60.4363181958926,,,,,
2,6-3,lbfgs,0.0022,60.4533417955968,46.4786713977824,adaptive,False,,
2,7-2,adam,0.0017,60.4542451467136,47.5303088838643,constant,False,0.0005,
4,"6,2,10,0.004",adam,0.004,60.4551723191864,,,,,
2,7-2,lbfgs,0.0015,60.4552010244395,46.8058179797533,invscaling,False,0.001,
2,7-2,lbfgs,0.0015,60.4623829939804,44.910020638663,invscaling,False,0.002,
2,6-4,lbfgs,0.0015,60.4676529599466,46.8854203014608,invscaling,True,,
2,7-2,lbfgs,0.0015,60.4720343075708,46.2273287730383,constant,True,0.001,
3,7-4-1,adam,0.0017,60.4774523775312,54.5196817126516,invscaling,True,0.0005,
2,7-4,lbfgs,0.0017,60.4778128557754,44.9646616645431,constant,True,0.001,
3,"5,3,0.0005",adam,0.0005,60.4806044750834,,,,,
4,"4,2,20,0.004",adam,0.004,60.4831399399947,,,,,
3,5-3-2,sgd,0.001,60.485334686355,,,,,
3,5-1-2,lbfgs,0.001,60.4881505595148,,,,,
2,6-4,lbfgs,0.002,60.4900180563439,45.7156135348594,constant,True,,
2,7-3,lbfgs,0.002,60.4923966913902,45.7067028975919,invscaling,True,0.002,
4,"6,3,20,0.001",adam,0.001,60.4938074401297,,,,,
2,6-4,lbfgs,0.0015,60.4940291981945,46.6534317111272,invscaling,False,0.0005,
3,6-2-1,lbfgs,0.001,60.4975258101343,47.5206137456586,constant,False,,
4,"5,3,10,0.001",sgd,0.001,60.5018867625523,,,,,
2,6-3,adam,0.0022,60.5034471077643,48.3098383772792,invscaling,False,,
2,7-3,lbfgs,0.0018,60.5052477741503,46.263040212037,constant,True,0.0005,
2,6-3,lbfgs,0.0018,60.5052492993192,45.9055625880171,invscaling,True,0.002,
3,5-1-2,adam,0.0015,60.5057444664636,,,,,
3,5-3-1,lbfgs,0.001,60.5061202764847,,,,,
3,6-3-1,lbfgs,0.002,60.5084070544226,47.6644293553096,invscaling,True,0.0005,relu
2,7-4,lbfgs,0.002,60.528812329951,44.0011249130397,invscaling,True,0.001,
4,"3,3,10,0.001",adam,0.001,60.5292853877747,,,,,
2,7-2,adam,0.0017,60.5374241058028,57.6266404835861,invscaling,True,0.001,
2,6-2,lbfgs,0.0015,60.5406743681148,46.8450114565591,invscaling,False,0.001,
2,6-3,lbfgs,0.0015,60.5470998835369,45.5370637842592,constant,True,0.002,tanh
2,7-4,lbfgs,0.0018,60.5473681793292,46.5493226171707,invscaling,True,0.001,
2,7-2,lbfgs,0.002,60.5541813352849,43.438844107088,invscaling,True,0.0005,
2,6-3,lbfgs,0.0017,60.5597343047897,48.2650033062112,invscaling,True,0.002,
4,"6,3,20,0.004",sgd,0.004,60.5654781432224,,,,,
3,7-4-1,adam,0.0017,60.5689933659537,48.0753666193341,invscaling,False,0.0005,
4,"3,3,10,0.001",sgd,0.001,60.5721321446313,,,,,
2,6-4,adam,0.0015,60.5855627644586,47.0217469368424,constant,False,0.002,
2,6-1,lbfgs,0.002,60.5866484899303,,,,,
2,6-4,lbfgs,0.0018,60.5900575542708,46.0090807893314,invscaling,True,,
4,"6,3,10,0.004",adam,0.004,60.5924702674447,,,,,
2,6-2,lbfgs,0.002,60.5957722217527,46.6272260255569,constant,True,0.002,
2,7-3,lbfgs,0.0018,60.6023779909058,46.6769470011243,constant,False,0.001,
2,6-3,lbfgs,0.0015,60.6056681860362,47.2228161693374,constant,True,,
3,5-2-2,sgd,0.0015,60.6104433636977,,,,,
3,6-3-2,adam,0.0015,60.6119735017773,46.8881650419177,constant,False,,
2,6-3,lbfgs,0.002,60.6149650516349,45.3928429338821,constant,False,0.002,tanh
2,6-4,lbfgs,0.002,60.6179405959427,46.0852666543766,invscaling,True,,
3,6-3-2,lbfgs,0.0015,60.6223995319853,46.7572554501099,constant,False,,
3,6-2-1,adam,0.0017,60.6261290072983,54.4325992568566,invscaling,True,0.002,
2,6-4,lbfgs,0.002,60.6278652708341,46.149020958301,constant,False,,
4,"4,2,20,0.004",sgd,0.004,60.6383891577099,,,,,
4,"6,3,20,0.001",adam,0.001,60.6397976899504,,,,,
3,6-2-1,adam,0.001,60.6398790988367,,,,,
3,6-4-1,lbfgs,0.0018,60.6402887644974,44.3626881070932,constant,True,0.002,
2,7-4,lbfgs,0.002,60.6406440404914,44.9674061910274,constant,False,0.002,
4,"4,10,20,0.001",adam,0.001,60.6407633613337,,,,,
3,6-3-2,lbfgs,0.0022,60.6418998278229,45.4451438918727,constant,True,,
2,7-3,lbfgs,0.0022,60.6471188859499,46.058021488986,constant,True,,
2,6-3,adam,0.001,60.6537734300052,48.4139464718624,constant,False,,
3,"6,3,0.002",adam,0.002,60.6613658541268,,,,,
3,7-3-1,adam,0.0018,60.6656079920314,48.7034870736216,constant,False,0.001,
3,6-3-1,lbfgs,0.0017,60.669812260769,46.6906271174217,constant,True,0.002,relu
3,6-3-2,adam,0.0017,60.6709159686192,47.8390083584742,constant,False,,
3,7-4-1,adam,0.002,60.6734750507902,46.5475499336019,constant,False,0.001,
2,6-3,lbfgs,0.0018,60.6747146051293,47.0187077977188,invscaling,False,0.001,tanh
3,5-2-2,lbfgs,0.002,60.6820863568074,46.6267871354926,constant,False,,
3,5-3-1,lbfgs,0.001,60.6855073731872,,,,,
3,5-3-1,lbfgs,0.0015,60.6859545017305,,,,,
2,6-3,lbfgs,0.002,60.6925117508337,46.6177607569175,adaptive,False,,
2,6-4,lbfgs,0.002,60.6977577438598,46.7585276324397,constant,True,0.001,
3,6-1-2,adam,0.0015,60.7037306721947,,,,,
2,7-2,lbfgs,0.0017,60.7046743098746,44.8105840876085,constant,True,,
3,6-3-1,lbfgs,0.002,60.706338582623,42.8779595479057,constant,False,,
2,6-4,adam,0.0017,60.7111531709249,48.6413397081074,constant,False,0.002,
2,5-3,lbfgs,0.0015,60.7131406075454,47.7715463276164,constant,False,,
3,5-3-2,adam,0.0015,60.7134999698512,,,,,
3,"6,3,0.0005",adam,0.0005,60.7155578123509,,,,,
2,6-3,lbfgs,0.0017,60.7198344802087,45.9280954101837,adaptive,False,,
2,6-2,lbfgs,0.0018,60.7284798481451,46.1309256953916,constant,True,,
2,6-3,lbfgs,0.0017,60.7309308980662,44.7000506902014,invscaling,True,,
2,6-3,lbfgs,0.002,60.7376551338963,45.5586405200389,constant,True,0.002,tanh
3,5-2-2,lbfgs,0.0015,60.739292065909,,,,,
3,6-2-1,lbfgs,0.0017,60.743293304397,44.9947048542229,constant,False,0.001,
2,7-3,adam,0.0017,60.7446016133132,58.3445848324989,constant,True,0.001,
2,6-3,lbfgs,0.0017,60.763295044619,47.0949027103558,invscaling,True,,
2,6-3,lbfgs,0.0018,60.7653290976159,47.3410273483895,invscaling,True,,
3,6-3-1,adam,0.001,60.7681035735408,,,,,
3,6-2-1,lbfgs,0.0017,60.7771339592722,46.2407692024019,invscaling,True,0.002,
3,5-3-1,adam,0.0015,60.7784162168495,,,,,
2,7-4,adam,0.002,60.7831956259012,47.7282011777974,constant,False,0.0005,
2,7-4,lbfgs,0.0018,60.7832064104481,46.7440946040944,constant,True,0.0005,
3,5-2-2,lbfgs,0.0015,60.7853279483471,,,,,
3,6-3-2,lbfgs,0.0017,60.7965155410348,43.7896573229568,adaptive,True,,
3,"4,10,0.002",adam,0.002,60.7975460021883,,,,,
2,6-3,lbfgs,0.002,60.7985817459226,46.1835484557288,constant,False,,
2,7-2,adam,0.0015,60.8006382919902,59.98002637519,invscaling,True,0.0005,
3,6-4-1,lbfgs,0.0018,60.8028934797831,45.5407787452479,invscaling,True,0.001,
2,7-4,lbfgs,0.0022,60.8045976329042,45.8032063699905,invscaling,True,,
3,"5,2,0.002",adam,0.002,60.8093266188871,,,,,
2,6-3,adam,0.0017,60.8131154304255,53.7343985091365,adaptive,True,,
3,"6,1,0.0005",adam,0.0005,60.8134767358332,,,,,
3,6-3-1,adam,0.0018,60.8153991419455,50.9033457630794,invscaling,True,0.0005,
3,6-3-2,adam,0.001,60.8154331310473,,,,,
2,7-4,lbfgs,0.0017,60.8222318942847,43.4741441116264,invscaling,True,,
3,5-3-1,adam,0.002,60.8282576723048,,,,,
3,7-2-1,lbfgs,0.0015,60.8303993574933,44.7556423669982,constant,True,0.002,
3,5-3-1,adam,0.002,60.832356651873,,,,,
4,"6,2,10,0.002",adam,0.002,60.8361607958382,,,,,
3,5-1-2,lbfgs,0.001,60.8391050016406,,,,,
2,7-2,lbfgs,0.002,60.8420642130341,46.3612559235128,constant,False,0.002,
3,6-1-2,lbfgs,0.001,60.842198283312,,,,,
2,6-3,lbfgs,0.0017,60.8463923955281,46.5640299733052,constant,False,0.001,relu
2,7-4,lbfgs,0.0017,60.8493305069063,46.1461191062461,constant,False,0.002,
2,7-2,lbfgs,0.0017,60.8596192052182,46.5857052562189,constant,True,0.001,
4,"5,2,10,0.0005",adam,0.0005,60.8693744428661,,,,,
2,6-2,lbfgs,0.0018,60.8708512969885,48.8690361638377,constant,True,,
2,6-3,lbfgs,0.0015,60.8725215770854,45.3172550402072,constant,True,0.002,
2,7-2,lbfgs,0.0015,60.8765527521144,45.5341302314367,invscaling,True,,
2,6-4,lbfgs,0.0015,60.8766663784156,45.7514676520422,invscaling,True,,
2,7-3,lbfgs,0.0018,60.8769429623586,45.2147831751903,invscaling,False,0.0005,
2,7-2,lbfgs,0.0018,60.8770376927414,47.7921954799503,invscaling,True,,
4,"6,10,20,0.004",sgd,0.004,60.8780917556412,,,,,
3,6-1-2,lbfgs,0.0015,60.8785739087911,,,,,
3,5-2-1,lbfgs,0.001,60.8863069424761,,,,,
2,6-3,lbfgs,0.002,60.8863708099617,45.3634149117221,invscaling,False,,
2,6-4,lbfgs,0.0015,60.8991279019216,45.2122791168285,constant,True,,
3,6-3-1,lbfgs,0.002,60.903348458094,,,,,
2,6-3,lbfgs,0.0018,60.9064377887848,47.5856631146792,invscaling,True,0.002,tanh
2,6-2,adam,0.002,60.9123364464102,48.6104629477469,invscaling,False,0.0005,
2,6-2,adam,0.0017,60.9199904551077,48.042398239337,constant,False,0.002,
2,6-3,lbfgs,0.0018,60.9213108693093,44.8104261777288,constant,False,0.0005,
2,6-3,lbfgs,0.0017,60.9228130731214,47.7461550566024,constant,False,0.002,relu
4,"6,2,10,0.002",adam,0.002,60.9237396948639,,,,,
3,6-3-1,lbfgs,0.0018,60.9299378010739,44.9619701495252,invscaling,False,0.001,relu
3,6-4-1,adam,0.0017,60.9323825040922,47.347887761461,constant,False,0.0005,
4,"5,10,10,0.002",adam,0.002,60.9327528703295,,,,,
2,6-2,lbfgs,0.0017,60.9330266429461,45.949307810962,constant,False,0.001,
3,5-3-2,adam,0.0015,60.9344099786784,,,,,
3,6-2-2,lbfgs,0.0015,60.9356145770425,,,,,
3,5-1-2,lbfgs,0.0015,60.941102887604,,,,,
2,7-2,lbfgs,0.002,60.9483333713883,47.2132758152346,invscaling,True,,
3,6-3-2,adam,0.002,60.9514919439961,47.7968244212525,constant,False,,
4,"5,2,10,0.0005",adam,0.0005,60.9530257686046,,,,,
2,6-3,lbfgs,0.0017,60.9541720787931,46.4518171038492,invscaling,False,0.001,tanh
2,6-3,lbfgs,0.002,60.9590838200342,46.8402361057652,invscaling,True,0.0005,relu
2,6-3,lbfgs,0.0017,60.965333600765,46.6671780363884,constant,False,0.002,
3,6-3-1,lbfgs,0.0015,60.9696349117179,45.5829335403152,invscaling,True,0.002,relu
2,7-4,lbfgs,0.0017,60.9730065888815,45.6237817097175,constant,True,0.002,
2,6-3,lbfgs,0.002,60.9788230163547,46.1517470174065,invscaling,False,0.0005,tanh
3,"6,2,0.001",adam,0.001,60.9792630853835,,,,,
2,5-3,lbfgs,0.0015,60.9863068015063,,,,,
2,6-4,lbfgs,0.0017,60.9994939802901,46.0332564598481,constant,False,0.002,
2,6-3,lbfgs,0.002,61.0055489248215,45.425596800696,invscaling,False,0.002,
3,"4,10,0.0005",adam,0.0005,61.0063393885457,,,,,
2,6-2,lbfgs,0.002,61.0100848320375,46.6208475993347,constant,False,,
4,"6,10,10,0.001",adam,0.001,61.0161831997592,,,,,
2,7-3,lbfgs,0.0015,61.0184408165681,46.0194222855153,invscaling,False,0.0005,
3,7-2-1,adam,0.0015,61.0399041676787,48.5088413103858,invscaling,False,0.001,
2,7-3,lbfgs,0.0018,61.0435634555377,46.485415866863,invscaling,False,,
2,7-4,lbfgs,0.0018,61.0546209829263,45.9408254237962,constant,True,,
2,7-4,lbfgs,0.0018,61.0639400728786,44.9306635742814,constant,False,0.002,
3,6-3-1,lbfgs,0.0017,61.0654679001049,44.8405657628878,constant,False,0.0005,tanh
3,6-3-2,lbfgs,0.001,61.0696608362827,,,,,
2,6-2,lbfgs,0.0018,61.0703549788002,46.5738160419533,constant,True,0.002,
2,6-3,lbfgs,0.0017,61.0824105668991,43.8184928256303,constant,True,0.001,relu
3,"6,3,0.0005",adam,0.0005,61.084377253755,,,,,
4,"4,2,20,0.004",sgd,0.004,61.0844826041568,,,,,
3,6-1-2,adam,0.002,61.0848981964817,,,,,
2,7-3,adam,0.002,61.08509787437,48.1635599178889,invscaling,False,0.002,
4,"4,10,20,0.004",sgd,0.004,61.0896616657663,,,,,
3,6-3-2,lbfgs,0.002,61.0905056559138,44.7511668178622,constant,False,,
2,6-3,lbfgs,0.002,61.0911695645477,45.1836963078387,invscaling,True,0.001,
3,"6,3,0.004",adam,0.004,61.0953178766201,,,,,
2,7-3,lbfgs,0.0015,61.0982832888824,47.5463475422173,invscaling,True,,
2,7-4,lbfgs,0.0015,61.1016701741447,45.9751919501324,constant,False,0.0005,
2,7-3,adam,0.002,61.1019837523033,58.6036879466661,invscaling,True,0.0005,
4,"6,2,20,0.001",adam,0.001,61.1042811205254,,,,,
2,6-4,adam,0.0017,61.1053327538713,55.3989111132906,invscaling,True,0.001,
3,7-4-1,adam,0.002,61.109852059876,54.8407884512449,constant,False,0.0005,
2,6-3,lbfgs,0.0015,61.1104754098621,46.6119833981657,constant,True,,
3,7-4-1,adam,0.0017,61.1104754974585,46.3240412891955,constant,False,0.002,
3,6-3-1,lbfgs,0.0017,61.1161097706637,55.7555729285418,constant,False,0.001,tanh
2,5-1,lbfgs,0.001,61.119119808044,,,,,
2,7-3,lbfgs,0.0017,61.1193753739323,45.3508593686541,invscaling,True,,
3,6-4-1,lbfgs,0.002,61.1338126141566,44.0885289701986,constant,True,0.001,
